74,1303021,1997,小鞋子,马基德·马基迪,"['默罕默德·阿米尔·纳吉', '法拉赫阿米尔·哈什米安', '巴哈丽·西迪奇', '纳菲丝·贾法-穆罕默迪']","['剧情', '家庭', '儿童']",伊朗,89,9.2,406180
75,1292224,1975,飞越疯人院,米洛斯·福尔曼,"['杰克·尼科尔森', '丹尼·德维托', '克里斯托弗·洛伊德', '路易丝·弗莱彻']",['剧情'],美国,133,9.1,540335
76,3011235,2011,哈利·波特与死亡圣器(下),大卫·叶茨,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '海伦娜·伯翰·卡特']","['奇幻', '冒险']",美国 / 英国,130,9.0,818673
77,1293544,1991,沉默的羔羊,乔纳森·戴米,"['朱迪·福斯特', '安东尼·霍普金斯', '斯科特·格伦', '安东尼·希尔德']","['剧情', '惊悚', '犯罪']",美国,118,8.9,876704
78,11525673,2014,布达佩斯大饭店,韦斯·安德森,"['拉尔夫·费因斯', '托尼·雷沃罗利', '艾德里安·布洛迪', '威廉·达福']","['剧情', '喜剧', '冒险']",美国 / 德国 / 英国,99,8.9,917237
79,2334904,2010,禁闭岛,马丁·斯科塞斯,"['莱昂纳多·迪卡普里奥', '马克·鲁弗洛', '本·金斯利', '马克斯·冯·叙多夫']","['剧情', '悬疑', '惊悚']",美国,138 ,8.9,961299
80,1292343,2004,蝴蝶效应,埃里克·布雷斯,"['阿什顿·库彻', '梅洛拉·沃尔特斯', '艾米·斯马特', '埃尔登·汉森']","['剧情', '科幻', '悬疑', '惊悚']",美国 / 加拿大,113,8.9,924787
81,1780330,2006,致命魔术,克里斯托弗·诺兰,"['休·杰克曼', '克里斯蒂安·贝尔', '迈克尔·凯恩', '丽贝卡·豪尔']","['剧情', '悬疑', '惊悚']",英国 / 美国,130,8.9,845566
82,1291543,2004,功夫,周星驰,"['周星驰', '元秋', '元华', '黄圣依']","['喜剧', '动作', '犯罪', '奇幻']",中国大陆 / 中国香港,100(3D重映),8.8,1110707
83,1292656,1997,心灵捕手,格斯·范·桑特,"['马特·达蒙', '罗宾·威廉姆斯', '本·阿弗莱克', '斯特兰·斯卡斯加德']",['剧情'],美国,126 ,8.9,702903
84,3442220,2009,海豚湾,路易·西霍尤斯,"[""Richard O'Barry"", '路易·西霍尤斯', 'Hardy Jones', 'Michael Illiff']",['纪录片'],美国,92,9.3,354272
85,1291544,2004,哈利·波特与阿兹卡班的囚徒,阿方索·卡隆,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '加里·奥德曼']","['奇幻', '冒险']",英国 / 美国,141 ,8.9,715109
86,1291832,1994,低俗小说,昆汀·塔伦蒂诺,"['约翰·特拉沃尔塔', '乌玛·瑟曼', '阿曼达·普拉莫', '蒂姆·罗斯']","['剧情', '喜剧', '犯罪']",美国,154,8.9,823702
87,1292679,1997,春光乍泄,王家卫,"['张国荣', '梁朝伟', '张震', '格利高里·戴顿']","['剧情', '爱情', '同性']",中国香港 / 日本 / 韩国,96,9.0,625102
88,1292262,1984,美国往事,赛尔乔·莱昂内,"['罗伯特·德尼罗', '詹姆斯·伍兹', '伊丽莎白·麦戈文', '乔·佩西']","['剧情', '犯罪']",美国 / 意大利,229(导演剪辑版),9.2,406794
89,1294371,1936,摩登时代,查理·卓别林,"['查理·卓别林', '宝莲·高黛', '亨利·伯格曼', '蒂尼·桑福德']","['剧情', '喜剧', '爱情']",美国,87,9.3,296576
90,5322596,2011,超脱,托尼·凯耶,"['艾德里安·布洛迪', '马西娅·盖伊·哈登', '詹姆斯·肯恩', '克里斯蒂娜·亨德里克斯']",['剧情'],美国,98,9.0,587848
91,1302425,1999,喜剧之王,周星驰,"['周星驰', '张柏芝', '莫文蔚', '吴孟达']","['剧情', '喜剧', '爱情']",中国香港,89,8.8,957539
92,1297192,2003,致命ID,詹姆斯·曼高德,"['约翰·库萨克', '雷·利奥塔', '阿曼达·皮特', '约翰·浩克斯']","['剧情', '悬疑', '惊悚']",美国,90,8.9,812221
93,1300299,2003,杀人回忆,奉俊昊,"['宋康昊', '金相庆', '金雷夏', '宋在浩']","['剧情', '动作', '悬疑', '惊悚', '犯罪']",韩国,132,8.9,702136
94,1292223,1995,七宗罪,大卫·芬奇,"['摩根·弗里曼', '布拉德·皮特', '凯文·史派西', '格温妮斯·帕特洛']","['剧情', '悬疑', '惊悚', '犯罪']",美国,127,8.8,932271
95,1865703,2006,红辣椒,今敏,"['林原惠美', '江守彻', '堀胜之祐', '古谷彻']","['科幻', '动画', '悬疑', '惊悚']",日本,90 ,9.1,455628
96,1298070,2003,加勒比海盗,戈尔·维宾斯基,"['约翰尼·德普', '杰弗里·拉什', '奥兰多·布鲁姆', '凯拉·奈特莉']","['动作', '奇幻', '冒险']",美国,143 ,8.8,846451
97,1296996,2002,哈利·波特与密室,克里斯·哥伦布,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '汤姆·费尔顿']","['奇幻', '冒险']",英国 / 美国,161,8.8,742606
98,6985810,2012,狩猎,托马斯·温特伯格,"['麦斯·米科尔森', '托玛斯·博·拉森', '安妮卡·韦德科普', '拉丝·弗格斯托姆']",['剧情'],丹麦 / 瑞典,115,9.1,384047
99,1292434,2000,一一,杨德昌,"['吴念真', '李凯莉', '金燕玲', '张洋洋']","['剧情', '爱情', '家庭']",中国台湾 / 日本,173,9.1,386174
100,10777687,2013,7号房的礼物,李焕庆,"['柳承龙', '朴信惠', '郑镇荣', '金正泰']","['剧情', '喜剧', '家庭']",韩国,127,8.9,550721
101,1787291,2006,被嫌弃的松子的一生,中岛哲也,"['中谷美纪', '永山瑛太', '香川照之', '市川实日子']","['剧情', '歌舞']",日本,130 ,8.9,696657
102,1306249,1993,唐伯虎点秋香,李力持,"['周星驰', '巩俐', '陈百祥', '郑佩佩']","['喜剧', '爱情', '古装']",中国香港,102 ,8.7,1064643
103,26799731,2017,请以你的名字呼唤我,卢卡·瓜达尼诺,"['艾米·汉莫', '提莫西·查拉梅', '迈克尔·斯图巴', '阿蜜拉·卡萨']","['剧情', '爱情', '同性']",意大利 / 法国 / 巴西 / 美国,132,8.9,712218
104,1418834,2005,断背山,李安,"['希斯·莱杰', '杰克·吉伦哈尔', '米歇尔·威廉姆斯', '安妮·海瑟薇']","['剧情', '爱情', '同性', '家庭']",美国 / 加拿大,134,8.8,700314
105,1292370,1990,剪刀手爱德华,蒂姆·波顿,"['约翰尼·德普', '薇诺娜·瑞德', '黛安·韦斯特', '安东尼·迈克尔·豪尔']","['剧情', '爱情', '奇幻']",美国,105,8.7,1024764
106,2149806,2008,入殓师,泷田洋二郎,"['本木雅弘', '广末凉子', '山崎努', '吉行和子']",['剧情'],日本,130,8.9,656993
107,1296339,1995,爱在黎明破晓前,理查德·林克莱特,"['伊桑·霍克', '朱莉·德尔佩', '安德莉亚·埃克特', '汉诺·波西尔']","['剧情', '爱情']",美国 / 奥地利 / 瑞士,101,8.8,672407
108,1294639,1995,勇敢的心,梅尔·吉布森,"['梅尔·吉布森', '苏菲·玛索', '布莱恩·考克斯', '詹姆斯·科兹莫']","['剧情', '动作', '传记', '历史', '战争']",美国,178,8.9,554517
109,1297630,1999,第六感,M·奈特·沙马兰,"['布鲁斯·威利斯', '海利·乔·奥斯蒙', '托妮·科莱特', '奥莉维亚·威廉姆斯']","['剧情', '悬疑', '惊悚']",美国,107,8.9,548910
110,1291999,1994,重庆森林,王家卫,"['林青霞', '金城武', '梁朝伟', '王菲']","['剧情', '爱情']",中国香港,102,8.8,800071
111,3395373,2012,蝙蝠侠：黑暗骑士崛起,克里斯托弗·诺兰,"['克里斯蒂安·贝尔', '汤姆·哈迪', '安妮·海瑟薇', '约瑟夫·高登-莱维特']","['剧情', '动作', '科幻', '惊悚', '犯罪']",美国 / 英国,165,8.8,709524
